RUNCODE_x_x_x,ENDPERIOD,STRPERIOD_x_x_x,SEQUENCE_x_x_x,TYPE_x_x_x,RPTSEQ_x_x_x,PLANT_x_x_x,fd ingred cost/lb meat actual,feed efficiency adj to @bw lb,feed efficiency actual cal/lb,feed efficiency adj conv,feed efficiency actual conv,bird density sq ft place,bird density sq ft kill,age,RUNCODE_y_x_x,STRPERIOD_y_x_x,SEQUENCE_y_x_x,TYPE_y_x_x,RPTSEQ_y_x_x,PLANT_y_x_x,prestart & start feed lbs fed,starter $/ton,grower feeds lbs fed,grower feeds cost $/ton,first withdraw feeds lbs fed,first withdraw feeds cost $/ton,final withdraw feeds lbs fed,final withdraw feeds cost $/ton,total lbs fed/bird,RUNCODE_x_y_x,STRPERIOD_x_y_x,SEQUENCE_x_y_x,TYPE_x_y_x,RPTSEQ_x_y_x,PLANT_x_y_x,avg cal level,% protein per 1500,% lysine per 1500,% TSAA per 1500,% a.phos per 1500,% calcium per 1500,% animal protein,% added fat,RUNCODE_y_y_x,STRPERIOD_y_y_x,SEQUENCE_y_y_x,TYPE_y_y_x,RPTSEQ_y_y_x,PLANT_y_y_x,field condem w/b & field parts %,w/b disease condemn % total wb%,parts condemned 50% field,RUNCODE_x_x_y,STRPERIOD_x_x_y,SEQUENCE_x_x_y,TYPE_x_x_y,RPTSEQ_x_x_y,PLANT_x_x_y,live production cost,chick cost,house cost,feed ingr cost, vaccine medicat cost,doa cost actual,% livability,calorie conver,RUNCODE_y_x_y,STRPERIOD_y_x_y,SEQUENCE_y_x_y,TYPE_y_x_y,RPTSEQ_y_x_y,PLANT_y_x_y,doa @ $.46 %doa,days to @bw lb,down time,RUNCODE_x_y_y,STRPERIOD_x_y_y,SEQUENCE_x_y_y,TYPE_x_y_y,RPTSEQ_x_y_y,PLANT_x_y_y,loss 0-7 days %,loss 8-14 days %,loss 15-21 days %,loss 22-28 days %,loss 29-35 days %,loss 36-42 days %,loss 43-49 days %,loss 50-56 days %,loss after 56 days %,RUNCODE_y_y_y,STRPERIOD_y_y_y,SEQUENCE_y_y_y,TYPE_y_y_y,RPTSEQ_y_y_y,PLANT_y_y_y,act feed cost/lb meat indred cost,actual feed efficiency actual calorie,actual feed efficiency actual conv,calorie level,actual feed cost/ton,% mort
AUDIT,23 3,23 3,1.0,D,25.0,PART,32.56502,2508.44886,2572.26331,1.7682,1.81318,0.92,0.98683,53,AUDIT,23 3,1.0,D,67.0,PART,1.87516,402.4101,3.25431,372.3826,4.30064,357.1774,3.85034,347.6665,13.28044,AUDIT,23 3,1.0,D,25.0,PART,1418.64536,20.00266,1.25312,0.92365,0.39238,0.78924,,0.93326,AUDIT,23 3,1.0,D,29.0,PART,0.11339,0.10417,0.00923,AUDIT,23 3,1.0,D,44.0,PART,52.90302,6.51392,9.1526,32.56502,0.09,0.10209,93.22762,2572.26331,AUDIT,23 3,1.0,D,58.0,PART,0.19357,49.38824,23.22,AUDIT,23 3,1.0,D,83.0,PART,1.0005,0.76152,0.77533,2.3255,1.59247,1.50595,2.001,,,AUDIT,23 3,1.0,D,48.0,PART,32.56502,2572.26331,1.81318,1418.64536,359.20285,6.77238
AUDIT,23 3,23 3,1.0,D,45.0,PART,33.85457,2491.29998,2623.86445,1.74874,1.84179,0.86895,0.91381,53.43,AUDIT,23 3,1.0,D,51.0,PART,1.63534,402.9436,2.9098,382.1414,4.28868,371.6164,4.66889,349.5242,13.50271,AUDIT,23 3,1.0,D,45.0,PART,1424.62753,20.0255,1.19057,0.92112,0.42939,0.78684,2.21837,1.07043,AUDIT,23 3,1.0,D,17.0,PART,0.06963,0.01523,0.0544,AUDIT,23 3,1.0,D,27.0,PART,51.75827,6.12073,7.31486,33.85457,0.06829,0.04911,95.09054,2623.86445,AUDIT,23 3,1.0,D,33.0,PART,0.09502,48.04113,24,AUDIT,23 3,1.0,D,24.0,PART,1.60075,0.4552,0.56105,0.43295,0.40008,0.40708,0.38828,0.66406,,AUDIT,23 3,1.0,D,65.0,PART,33.85457,2623.86445,1.84179,1424.62753,367.62682,4.90946
AUDIT,23 3,23 3,1.0,D,13.0,PART,31.57892,2401.76946,2507.62479,1.69904,1.77393,0.9057,0.96344,53.71,AUDIT,23 3,1.0,D,13.0,PART,1.0717,392.66,2.3298,370.43987,2.28544,363.42,6.85018,347.78095,12.53712,AUDIT,23 3,1.0,D,13.0,PART,1413.6003,20.29826,1.26175,0.97237,0.43944,0.83512,2.4661,0.75154,AUDIT,23 3,1.0,D,57.0,PART,0.25878,0.24324,0.01554,AUDIT,23 3,1.0,D,14.0,PART,50.53398,7.29,6.09,31.57892,0.00258,0.06218,94.00686,2507.62479,AUDIT,23 3,1.0,D,16.0,PART,0.12352,49.42653,23,AUDIT,23 3,1.0,D,38.0,PART,1.81024,0.75375,0.81982,0.63978,0.46604,0.5311,0.53153,0.44087,,AUDIT,23 3,1.0,D,31.0,PART,31.57892,2507.62479,1.77393,1413.6003,356.03387,5.99314
AUDIT,23 3,23 3,1.0,D,95.0,PART,36.65674,2536.53646,2651.58939,1.7843,1.86524,1.17404,1.37806,54,AUDIT,23 3,1.0,D,63.0,PART,2.12578,405.72,3.03785,401.27,5.32511,396.99,4.99612,375.40563,15.48485,AUDIT,23 3,1.0,D,95.0,PART,1421.58353,20.47763,1.24438,0.95333,0.42952,0.765,,1.6824,AUDIT,23 3,1.0,D,13.0,PART,0.04033,0.02357,0.01676,AUDIT,23 3,1.0,D,81.0,PART,55.77504,6.02712,6.99627,36.65674,0.01764,0.04817,85.19521,2651.58939,AUDIT,23 3,1.0,D,89.0,PART,0.08648,46.96507,18,AUDIT,23 3,1.0,D,87.0,PART,1.04695,0.53606,0.37158,0.34193,8.44819,0.65699,1.15274,2.25035,,AUDIT,23 3,1.0,D,100.0,PART,36.65674,2651.58939,1.86524,1421.58353,393.05189,14.80479
AUDIT,23 3,23 3,1.0,D,104.0,PART,36.11001,2813.59042,2880.76821,1.88953,1.93465,0.864,0.96282,55.7,AUDIT,23 3,1.0,D,38.0,PART,1.25006,396.5443,3.20832,391.7032,4.38514,382.3046,5.10332,378.2868,13.94683,AUDIT,23 3,1.0,D,104.0,PART,1489.03989,18.19238,1.15544,0.85142,0.38936,0.67122,2.79191,3.54265,AUDIT,23 3,1.0,D,77.0,PART,0.30582,0.12121,0.1846,AUDIT,23 3,1.0,D,71.0,PART,54.81516,7.32614,7.2165,36.11001,0.01816,0.08131,89.73677,2880.76821,AUDIT,23 3,1.0,D,104.0,PART,0.14902,52.12262,15,AUDIT,23 3,1.0,D,85.0,PART,2.64137,1.04422,0.84225,1.11473,1.34735,2.18616,1.08715,,,AUDIT,23 3,1.0,D,94.0,PART,36.11001,2880.76821,1.93465,1489.03989,373.29797,10.26323
AUDIT,23 3,23 3,1.0,D,14.0,PART,33.45993,2367.44491,2486.32129,1.65755,1.74078,1.00165,1.07078,55.9,AUDIT,23 3,1.0,D,65.0,PART,2.35382,417.82,2.88001,402.29,5.31584,395.87,4.91449,379.21,15.46415,AUDIT,23 3,1.0,D,14.0,PART,1428.28074,20.96623,1.27179,0.97595,0.42939,0.73397,2.58307,1.63183,AUDIT,23 3,1.0,D,23.0,PART,0.09283,0.04559,0.04724,AUDIT,23 3,1.0,D,17.0,PART,50.63859,6.10138,6.97406,33.45993,0.01064,0.06682,93.54341,2486.32129,AUDIT,23 3,1.0,D,9.0,PART,0.13226,48.01595,17,AUDIT,23 3,1.0,D,52.0,PART,1.46672,0.59002,0.44373,0.38382,0.49383,0.87285,1.02844,1.1772,,AUDIT,23 3,1.0,D,57.0,PART,33.45993,2486.32129,1.74078,1428.28074,384.42478,6.45659
AUDIT,23 3,23 3,1.0,D,12.0,PART,34.19551,2487.74279,2641.62184,1.74795,1.85607,1.08,1.14964,56,AUDIT,23 3,1.0,D,46.0,PART,1.20958,405.94,2.9155,392.99,7.214,377.26,4.40859,372.87,15.74767,AUDIT,23 3,1.0,D,12.0,PART,1423.23141,18.97507,1.18038,0.9015,0.35137,0.60557,3.5675,1.09366,AUDIT,23 3,1.0,D,35.0,PART,0.1569,0.12846,0.02844,AUDIT,23 3,1.0,D,2.0,PART,48.64641,5.45737,5.85726,34.19551,0.00089,0.07975,93.94276,2641.62184,AUDIT,23 3,1.0,D,41.0,PART,0.16448,47.44832,23,AUDIT,23 3,1.0,D,40.0,PART,1.87265,0.50085,0.42872,0.40263,0.44188,0.50179,0.76673,1.14199,,AUDIT,23 3,1.0,D,68.0,PART,34.19551,2641.62184,1.85607,1423.23141,368.47157,6.05724
AUDIT,23 3,23 3,1.0,D,23.0,PART,33.04717,2437.46609,2582.19035,1.70472,1.80594,0.94603,1.00508,56.3,AUDIT,23 3,1.0,D,10.0,PART,1.46286,386.49,4.07709,370.58,,,9.71285,361.49,15.2528,AUDIT,23 3,1.0,D,23.0,PART,1429.83361,20.39643,1.24188,0.91817,0.47123,0.88783,2.77014,1.15495,AUDIT,23 3,1.0,D,60.0,PART,0.26121,0.09106,0.17015,AUDIT,23 3,1.0,D,39.0,PART,52.77958,6.03562,7.99081,33.04717,0.00578,0.09809,94.12492,2582.19035,AUDIT,23 3,1.0,D,22.0,PART,0.18667,47.99946,18.1,AUDIT,23 3,1.0,D,32.0,PART,2.32397,0.4081,0.39127,0.42984,0.52651,0.46254,0.6854,0.54333,0.10413,AUDIT,23 3,1.0,D,51.0,PART,33.04717,2582.19035,1.80594,1429.83361,365.9835,5.87508
AUDIT,23 3,23 3,1.0,D,20.0,PART,33.80082,2472.96529,2614.28832,1.73015,1.82902,0.94384,1.00839,56.5,AUDIT,23 3,1.0,D,5.0,PART,1.50626,393.36,3.23298,390.9,,,10.48736,362.1,15.2266,AUDIT,23 3,1.0,D,20.0,PART,1429.33897,19.4138,1.15394,0.88175,0.43833,0.88117,2.17311,0.99945,AUDIT,23 3,1.0,D,53.0,PART,0.23411,0.17669,0.05742,AUDIT,23 3,1.0,D,43.0,PART,52.8472,6.62204,7.7398,33.80082,,0.09511,93.59821,2614.28832,AUDIT,23 3,1.0,D,37.0,PART,0.18072,48.44645,21.1,AUDIT,23 3,1.0,D,50.0,PART,1.63301,0.48089,0.53098,0.59109,0.541,0.90166,0.90166,0.82151,,AUDIT,23 3,1.0,D,64.0,PART,33.80082,2614.28832,1.82902,1429.33897,369.60599,6.40179
AUDIT,23 3,23 3,1.0,D,6.0,PART,33.87718,2355.63925,2551.72349,1.68299,1.82308,1.01,1.06068,57.1,AUDIT,23 3,1.0,D,47.0,PART,1.05251,407.92,3.00935,394.15,8.62596,373.92,4.12284,373.8,16.81066,AUDIT,23 3,1.0,D,6.0,PART,1399.67691,20.51222,1.24397,0.94985,0.36658,0.68646,1.22626,0.85756,AUDIT,23 3,1.0,D,27.0,PART,0.10891,0.01719,0.09172,AUDIT,23 3,1.0,D,45.0,PART,52.96776,5.70189,8.08574,33.87718,0.07714,0.16461,95.22161,2551.72349,AUDIT,23 3,1.0,D,6.0,PART,0.31207,45.88866,16,AUDIT,23 3,1.0,D,20.0,PART,1.16881,0.699,0.33231,0.27502,0.29793,0.36669,0.56149,0.72192,0.35523,AUDIT,23 3,1.0,D,66.0,PART,33.87718,2551.72349,1.82308,1399.67691,371.64771,4.77839
AUDIT,23 3,23 3,1.0,D,86.0,PART,35.62823,2618.27061,2720.27178,1.8501,1.92218,1.02642,1.11637,57.43,AUDIT,23 3,1.0,D,9.0,PART,1.52217,395.9828,4.23776,381.7597,,,10.36658,358.2372,16.12651,AUDIT,23 3,1.0,D,86.0,PART,1415.20489,20.42864,1.2016,0.89113,0.47256,0.89736,3.33272,0.92806,AUDIT,23 3,1.0,D,102.0,PART,0.81804,0.08186,0.73618,AUDIT,23 3,1.0,D,76.0,PART,55.25728,6.62715,7.88955,35.62823,,0.15227,91.94286,2720.27178,AUDIT,23 3,1.0,D,97.0,PART,0.27859,50.78824,18.19,AUDIT,23 3,1.0,D,72.0,PART,1.43966,0.37336,0.46488,0.4505,0.50921,1.59551,1.61728,1.08206,0.52468,AUDIT,23 3,1.0,D,91.0,PART,35.62823,2720.27178,1.92218,1415.20489,370.70744,8.05714
AUDIT,23 3,23 3,1.0,D,88.0,PART,37.50431,2492.12496,2636.75819,1.74334,1.84452,1.1466,1.26672,58.31,AUDIT,23 3,1.0,D,53.0,PART,2.11334,407.17,3.07146,405.42,5.76956,396.57,5.49249,393.73039,16.44685,AUDIT,23 3,1.0,D,88.0,PART,1429.51076,20.21368,1.26156,0.96512,0.41768,0.78197,,1.84756,AUDIT,23 3,1.0,D,52.0,PART,0.21121,0.05164,0.15957,AUDIT,23 3,1.0,D,94.0,PART,56.81895,5.88165,7.77967,37.50431,,0.14046,90.51725,2636.75819,AUDIT,23 3,1.0,D,62.0,PART,0.24835,49.09296,24,AUDIT,23 3,1.0,D,81.0,PART,1.63963,0.43415,0.38381,0.20189,0.52644,1.26688,1.40898,1.31895,2.30204,AUDIT,23 3,1.0,D,104.0,PART,37.50431,2636.75819,1.84452,1429.51076,406.657,9.48275
AUDIT,23 3,23 3,1.0,D,40.0,PART,33.61558,2430.34689,2580.97709,1.69831,1.80357,1.03813,1.10146,58.49,AUDIT,23 3,1.0,D,43.0,PART,2.31647,406.69,2.84326,390.43,5.19245,380.35,6.46063,364.39,16.8128,AUDIT,23 3,1.0,D,40.0,PART,1431.03739,20.95044,1.2739,0.95546,0.41693,0.78881,3.54907,1.29316,AUDIT,23 3,1.0,D,22.0,PART,0.08961,0.0725,0.01711,AUDIT,23 3,1.0,D,20.0,PART,51.03425,5.83828,7.3822,33.61558,0.04158,0.05956,94.24991,2580.97709,AUDIT,23 3,1.0,D,17.0,PART,0.11696,48.76273,30,AUDIT,23 3,1.0,D,31.0,PART,1.27746,0.41884,0.37637,0.33088,0.46338,0.54643,0.83371,1.01491,0.48811,AUDIT,23 3,1.0,D,62.0,PART,33.61558,2580.97709,1.80357,1431.03739,372.767,5.75009
AUDIT,23 3,23 3,1.0,D,34.0,PART,34.3763,2472.09424,2673.00822,1.73271,1.87353,1.05785,1.16269,58.51,AUDIT,23 3,1.0,D,50.0,PART,1.75942,402.7435,4.26848,382.6661,6.57577,372.9156,5.77627,350.1334,18.37994,AUDIT,23 3,1.0,D,34.0,PART,1426.7203,19.95099,1.175,0.91023,0.42257,0.78065,2.30502,1.14226,AUDIT,23 3,1.0,D,19.0,PART,0.07365,0.00611,0.06755,AUDIT,23 3,1.0,D,25.0,PART,51.55619,4.89025,7.72463,34.3763,0.07908,0.10905,90.98249,2673.00822,AUDIT,23 3,1.0,D,46.0,PART,0.21213,46.55188,24,AUDIT,23 3,1.0,D,79.0,PART,1.55869,0.67833,1.05603,0.85965,0.64019,0.73855,1.08084,1.11691,1.28834,AUDIT,23 3,1.0,D,70.0,PART,34.3763,2673.00822,1.87353,1426.7203,366.96754,9.01752
AUDIT,23 3,23 3,1.0,D,2.0,PART,32.50862,2429.58983,2603.68074,1.70437,1.8265,1.15,1.24844,59,AUDIT,23 3,1.0,D,26.0,PART,0.90116,402.47,4.63278,383.59412,4.84871,370.37,6.93822,357.79,17.32086,AUDIT,23 3,1.0,D,2.0,PART,1425.50563,19.76564,1.22719,0.9085,0.35568,0.73986,,0.9399,AUDIT,23 3,1.0,D,90.0,PART,0.56771,0.40741,0.1603,AUDIT,23 3,1.0,D,19.0,PART,50.86554,5.57156,8.41766,32.50862,0.15,0.04664,92.11508,2603.68074,AUDIT,23 3,1.0,D,29.0,PART,0.0923,48.02358,23,AUDIT,23 3,1.0,D,79.0,PART,1.55869,0.67833,1.05603,0.85965,0.64019,0.73855,1.08084,1.11691,1.28834,AUDIT,23 3,1.0,D,46.0,PART,32.50862,2603.68074,1.8265,1425.50563,355.96699,7.88492
AUDIT,23 3,23 3,1.0,D,4.0,PART,35.13908,2426.93085,2585.59055,1.70355,1.81492,0.95018,1.01182,59.05,AUDIT,23 3,1.0,D,15.0,PART,1.1928,420.59,2.92143,404.82,4.0784,391.23,7.44649,374.56,15.63912,AUDIT,23 3,1.0,D,4.0,PART,1424.62928,19.07079,1.10526,0.88554,0.58769,0.88807,2.68976,2.54317,AUDIT,23 3,1.0,D,54.0,PART,0.24832,0.20494,0.04338,AUDIT,23 3,1.0,D,26.0,PART,51.62251,5.54905,7.05445,35.13908,,0.05485,93.90763,2585.59055,AUDIT,23 3,1.0,D,20.0,PART,0.10663,49.58887,12,AUDIT,23 3,1.0,D,79.0,PART,1.55869,0.67833,1.05603,0.85965,0.64019,0.73855,1.08084,1.11691,1.28834,AUDIT,23 3,1.0,D,85.0,PART,35.13908,2585.59055,1.81492,1424.62928,387.22419,6.09237
AUDIT,23 3,23 3,1.0,D,44.0,PART,34.78116,2500.80669,2711.66109,1.75829,1.90654,1.04518,1.11476,59.15,AUDIT,23 3,1.0,D,59.0,PART,1.56938,401.9753,4.24257,382.6432,6.72808,371.4452,5.0273,355.2256,17.56732,AUDIT,23 3,1.0,D,44.0,PART,1422.29318,20.30508,1.17009,0.9019,0.42561,0.80765,3.79428,0.74454,AUDIT,23 3,1.0,D,8.0,PART,0.03297,0.01881,0.01416,AUDIT,23 3,1.0,D,34.0,PART,52.22135,5.72135,7.38208,34.78116,0.02226,0.11463,93.75857,2711.66109,AUDIT,23 3,1.0,D,49.0,PART,0.22007,47.41046,24,AUDIT,23 3,1.0,D,47.0,PART,1.2994,0.71158,0.70647,0.62776,0.52844,0.53775,0.53438,0.54049,0.75517,AUDIT,23 3,1.0,D,78.0,PART,34.78116,2711.66109,1.90654,1422.29318,364.86129,6.24143
AUDIT,23 3,23 3,1.0,D,33.0,PART,33.48055,2505.92137,2704.99846,1.74983,1.88885,0.93624,1.01337,59.2,AUDIT,23 3,1.0,D,11.0,PART,1.0897,388.29,3.02905,372.25,3.95522,361.8132,8.98659,347.6204,17.06056,AUDIT,23 3,1.0,D,33.0,PART,1432.09129,18.69352,1.15523,0.89252,0.3902,0.79426,1.79981,1.19729,AUDIT,23 3,1.0,D,25.0,PART,0.107,0.05866,0.04834,AUDIT,23 3,1.0,D,29.0,PART,51.83234,5.20678,8.83868,33.48055,0.01,0.15834,92.38923,2704.99846,AUDIT,23 3,1.0,D,60.0,PART,0.30676,48.01594,23,AUDIT,23 3,1.0,D,68.0,PART,2.82399,0.61922,0.5433,0.31322,0.28287,0.70529,0.94015,0.7716,0.61113,AUDIT,23 3,1.0,D,58.0,PART,33.48055,2704.99846,1.88885,1432.09129,354.50814,7.61077
AUDIT,23 3,23 3,1.0,D,58.0,PART,34.43795,2509.09291,2723.57401,1.74331,1.89234,1.08,1.14849,59.37,AUDIT,23 3,1.0,D,28.0,PART,1.30323,403.95,4.13782,379.1726,4.96459,367.28,7.15093,354.61,17.55657,AUDIT,23 3,1.0,D,58.0,PART,1439.26597,19.43638,1.20285,0.96556,0.40905,0.81031,4.18738,1.53455,AUDIT,23 3,1.0,D,44.0,PART,0.19575,0.08574,0.11,AUDIT,23 3,1.0,D,24.0,PART,51.46566,5.89327,6.72148,34.43795,0.29269,0.0937,94.03675,2723.57401,AUDIT,23 3,1.0,D,56.0,PART,0.18276,47.44994,17,AUDIT,23 3,1.0,D,36.0,PART,1.94679,0.48487,0.3429,0.3552,0.35265,0.591,0.96952,0.59238,0.32795,AUDIT,23 3,1.0,D,71.0,PART,34.43795,2723.57401,1.89234,1439.26597,363.97298,5.96325
AUDIT,23 3,23 3,1.0,D,47.0,PART,34.55365,2480.43716,2643.14366,1.74946,1.86422,0.98546,1.05006,59.57,AUDIT,23 3,1.0,D,52.0,PART,2.26151,412.6,2.85332,391.39,5.12826,383.46,5.68819,366.21881,15.93128,AUDIT,23 3,1.0,D,47.0,PART,1417.82789,20.73985,1.30477,0.97649,0.41153,0.70969,3.06486,0.96053,AUDIT,23 3,1.0,D,32.0,PART,0.13801,0.0915,0.04651,AUDIT,23 3,1.0,D,13.0,PART,50.37773,4.8581,7.38115,34.55365,,0.07073,93.84853,2643.14366,AUDIT,23 3,1.0,D,36.0,PART,0.1408,49.99789,19,AUDIT,23 3,1.0,D,43.0,PART,1.0321,0.34579,0.42082,0.41812,0.42773,0.68031,0.86296,0.98542,0.97822,AUDIT,23 3,1.0,D,73.0,PART,34.55365,2643.14366,1.86422,1417.82789,370.70349,6.15147
AUDIT,23 3,23 3,1.0,D,9.0,PART,35.37925,2430.28221,2619.50282,1.70855,1.84157,1.00149,1.06743,60.1,AUDIT,23 3,1.0,D,16.0,PART,1.00568,421.59,3.42897,401.48941,4.57116,397.54,7.60757,375.1491,16.61339,AUDIT,23 3,1.0,D,9.0,PART,1422.42596,20.61124,1.20015,0.98353,0.40505,0.81286,3.86668,1.02434,AUDIT,23 3,1.0,D,21.0,PART,0.07994,0.06996,0.00998,AUDIT,23 3,1.0,D,50.0,PART,53.2436,5.26,7.46806,35.37925,,0.06926,93.8219,2619.50282,AUDIT,23 3,1.0,D,19.0,PART,0.13035,48.93147,39,AUDIT,23 3,1.0,D,46.0,PART,2.25341,0.43973,0.37247,0.45522,0.33116,0.46582,0.47574,0.54749,0.83706,AUDIT,23 3,1.0,D,89.0,PART,35.37925,2619.50282,1.84157,1422.42596,384.22835,6.1781
AUDIT,23 3,23 3,1.0,D,60.0,PART,33.32581,2506.6236,2638.13294,1.77318,1.86621,1.1015,1.21713,60.33,AUDIT,23 3,1.0,D,17.0,PART,1.13366,392.66,2.80061,369.86069,5.27325,363.42,7.29993,348.13163,16.50744,AUDIT,23 3,1.0,D,60.0,PART,1413.63369,20.37655,1.26803,0.97737,0.4396,0.83776,2.454,0.7947,AUDIT,23 3,1.0,D,70.0,PART,0.31489,0.29127,0.02362,AUDIT,23 3,1.0,D,22.0,PART,51.42609,5.91,6.68,33.32581,0.02792,0.04569,90.49992,2638.13294,AUDIT,23 3,1.0,D,67.0,PART,0.08922,51.52126,21,AUDIT,23 3,1.0,D,82.0,PART,1.59631,0.73284,0.81373,0.78413,0.77235,1.14087,1.41283,1.50907,0.73795,AUDIT,23 3,1.0,D,54.0,PART,33.32581,2638.13294,1.86621,1413.63369,357.15025,9.50008
AUDIT,23 3,23 3,1.0,D,19.0,PART,36.31896,2355.05415,2572.41505,1.65477,1.8075,0.9992,1.0679,60.6,AUDIT,23 3,1.0,D,41.0,PART,2.2246,422,3.08748,411.5,5.18425,403.44,6.57993,389,17.07626,AUDIT,23 3,1.0,D,19.0,PART,1423.1928,21.3008,1.30619,1.02103,0.46825,0.87142,4.49815,1.96007,AUDIT,23 3,1.0,D,15.0,PART,0.05671,0.00609,0.05062,AUDIT,23 3,1.0,D,55.0,PART,53.45055,4.95502,7.67372,36.31896,0.04191,0.0525,93.56736,2572.41505,AUDIT,23 3,1.0,D,5.0,PART,0.09837,47.64993,19,AUDIT,23 3,1.0,D,51.0,PART,0.86263,1.03486,0.65319,0.53743,0.50214,0.54477,0.73275,0.59998,0.9649,AUDIT,23 3,1.0,D,97.0,PART,36.31896,2572.41505,1.8075,1423.1928,401.87044,6.43264
AUDIT,23 3,23 3,1.0,D,24.0,PART,36.81807,2371.32111,2597.57616,1.67828,1.83841,0.99989,1.06482,60.8,AUDIT,23 3,1.0,D,37.0,PART,2.23958,417.48,3.06615,408.66,5.29601,400.34,6.96883,387.37,17.57057,AUDIT,23 3,1.0,D,24.0,PART,1412.94404,21.15061,1.30068,1.01135,0.47222,0.89447,4.29253,1.3212,AUDIT,23 3,1.0,D,45.0,PART,0.18678,0.07043,0.11634,AUDIT,23 3,1.0,D,73.0,PART,54.90347,5.05133,7.37408,36.81807,0.12216,0.00561,93.90192,2597.57616,AUDIT,23 3,1.0,D,10.0,PART,0.01024,47.45073,19,AUDIT,23 3,1.0,D,41.0,PART,1.12408,0.72481,0.57131,0.50938,0.42698,0.47265,0.55538,0.70619,1.00731,AUDIT,23 3,1.0,D,102.0,PART,36.81807,2597.57616,1.83841,1412.94404,400.54169,6.09809
AUDIT,23 3,23 3,1.0,D,17.0,PART,34.99648,2355.0391,2598.20215,1.64361,1.81332,1.00011,1.08218,61.2,AUDIT,23 3,1.0,D,36.0,PART,2.22435,404.37,3.09811,396.77,5.2426,386.98,7.12209,373.68,17.68715,AUDIT,23 3,1.0,D,17.0,PART,1432.84616,20.53333,1.26386,1.00214,0.47657,0.86655,3.22954,2.06784,AUDIT,23 3,1.0,D,58.0,PART,0.24883,0.01112,0.23771,AUDIT,23 3,1.0,D,42.0,PART,52.83782,5.28017,7.80776,34.99648,0.02056,0.05771,92.41634,2598.20215,AUDIT,23 3,1.0,D,11.0,PART,0.10961,46.8877,17,AUDIT,23 3,1.0,D,67.0,PART,1.34734,0.75193,0.70441,0.70088,0.66717,0.77505,0.75851,0.74358,1.1348,AUDIT,23 3,1.0,D,82.0,PART,34.99648,2598.20215,1.81332,1432.84616,385.99436,7.58367
AUDIT,23 3,23 3,1.0,D,74.0,PART,35.75752,2621.11106,2800.45016,1.86375,1.99127,1.04848,1.14367,61.32,AUDIT,23 3,1.0,D,2.0,PART,0.98555,387.64,1.08219,387.64,2.81607,372.87,12.21187,357.40266,17.09569,AUDIT,23 3,1.0,D,74.0,PART,1406.36748,19.95395,1.26612,0.94151,0.47297,0.9229,,0.50215,AUDIT,23 3,1.0,D,65.0,PART,0.28024,0.11652,0.16372,AUDIT,23 3,1.0,D,64.0,PART,53.94847,4.92731,7.83087,35.75752,,0.11691,91.67728,2800.45016,AUDIT,23 3,1.0,D,95.0,PART,0.21778,51.10925,25,AUDIT,23 3,1.0,D,73.0,PART,1.72092,0.47194,0.48663,0.44001,0.61006,1.05555,1.56195,1.14866,0.827,AUDIT,23 3,1.0,D,92.0,PART,35.75752,2800.45016,1.99127,1406.36748,359.14381,8.32272
AUDIT,23 3,23 3,1.0,D,46.0,PART,35.93816,2538.41737,2787.11577,1.78559,1.96053,1.04168,1.12186,61.62,AUDIT,23 3,1.0,D,45.0,PART,1.55442,403.7721,4.27101,393.9508,7.03435,378.06,5.97819,364.96,18.83797,AUDIT,23 3,1.0,D,46.0,PART,1421.61059,20.57042,1.1724,0.92606,0.41844,0.84018,3.93599,0.82716,AUDIT,23 3,1.0,D,10.0,PART,0.03514,0.01596,0.01918,AUDIT,23 3,1.0,D,54.0,PART,53.42802,5.51191,7.44036,35.93816,0.03283,0.06186,92.85238,2787.11577,AUDIT,23 3,1.0,D,71.0,PART,0.11596,47.79875,24,AUDIT,23 3,1.0,D,63.0,PART,1.36257,0.68277,0.79785,0.58547,0.53729,0.66247,0.69912,0.73479,1.08531,AUDIT,23 3,1.0,D,93.0,PART,35.93816,2787.11577,1.96053,1421.61059,366.61603,7.14762
AUDIT,23 3,23 3,1.0,D,35.0,PART,34.85428,2387.64219,2618.30334,1.66926,1.83053,0.99992,1.0566,61.8,AUDIT,23 3,1.0,D,30.0,PART,2.06957,397.86,3.09108,387.9,5.18808,378.07,7.32124,365.64,17.66996,AUDIT,23 3,1.0,D,35.0,PART,1430.3564,20.74697,1.25959,1.01345,0.47931,0.89417,4.66697,1.66665,AUDIT,23 3,1.0,D,11.0,PART,0.04014,0.00102,0.03912,AUDIT,23 3,1.0,D,16.0,PART,50.60442,4.58668,7.69631,34.85428,0.04056,0.05262,94.63599,2618.30334,AUDIT,23 3,1.0,D,13.0,PART,0.10413,48.09429,21,AUDIT,23 3,1.0,D,29.0,PART,1.55813,0.56789,0.43882,0.35211,0.33348,0.34633,0.40106,0.50081,0.86538,AUDIT,23 3,1.0,D,80.0,PART,34.85428,2618.30334,1.83053,1430.3564,380.81176,5.36401
